timestamp,year,month,day,hour,weekday,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,wind_speed,precipitation,season,is_weekend,time_of_day,aqi_lag_1,co_lag_1,no2_lag_1,pm2_5_lag_1,pm10_lag_1,aqi_rolling_std,aqi_rolling_min,aqi_rolling_max,co_rolling_avg,co_rolling_std,no2_rolling_avg,no2_rolling_std,pm2_5_rolling_avg,pm2_5_rolling_std,pm10_rolling_avg,pm10_rolling_std,co_change_rate,no2_change_rate,pm2_5_change_rate,pm10_change_rate,temperature_change_rate,humidity_change_rate,wind_speed_change_rate,temp_humidity_interaction,wind_pm2_5_interaction,cumulative_precipitation,cumulative_co,cumulative_no2,cumulative_pm2_5,cumulative_pm10,high_pollution_alert,rain_alert,temperature_squared,humidity_squared
1710572400,2024,3,16,7,5,5,4219.06,15.87,135.72,188.83,44.82,247.66,298.95,40.53,26.2,32,23.0,0.0,spring,1,morning,5.0,7156.37,222.09,353.93,417.1,0.9078961186825484,3.0,5.0,2271.969583333333,1930.1773501675666,72.095,55.564550788680286,111.81166666666667,102.3812661050614,143.03499999999997,116.5066887424884,-2937.3099999999995,-86.37,-106.27000000000001,-118.15000000000003,0.0,0.0,0.0,838.4,5696.18,0.0,54527.27,1730.28,2683.48,3432.8399999999992,0,0,686.4399999999999,1024
1710576000,2024,3,16,8,5,5,3845.21,9.72,116.53,263.21,37.19,288.23,338.24,31.16,26.2,32,23.0,0.0,spring,1,morning,5.0,4219.06,135.72,247.66,298.95,0.9078961186825484,3.0,5.0,2260.8433333333332,1919.8501416939782,71.80958333333332,55.30665770750721,114.68416666666667,106.41552068544163,145.80124999999995,120.42057322107067,-373.85000000000036,-19.189999999999998,40.57000000000002,39.29000000000002,0.0,0.0,0.0,838.4,6629.290000000001,0.0,54260.24,1723.4299999999998,2752.42,3499.229999999999,0,0,686.4399999999999,1024
1710579600,2024,3,16,9,5,5,2857.21,6.37,84.31,277.52,22.17,243.93,289.75,22.29,26.2,32,23.0,0.0,spring,1,morning,5.0,3845.21,116.53,288.23,338.24,0.9078961186825484,3.0,5.0,2177.3970833333333,1843.9949551177979,68.925,52.597613849001746,112.03958333333333,102.1199829901368,142.7270833333333,115.46018596597291,-988.0,-32.22,-44.30000000000001,-48.49000000000001,0.0,0.0,0.0,838.4,5610.39,0.0,52257.53,1654.2,2688.95,3425.4499999999994,0,0,686.4399999999999,1024
1710583200,2024,3,16,10,5,5,1642.23,5.2,51.41,191.69,10.85,114.11,153.51,16.47,26.2,32,23.0,0.0,spring,1,morning,5.0,2857.21,84.31,243.93,289.75,0.9078961186825484,3.0,5.0,2094.5070833333334,1820.345509384049,65.92625,51.395869721763894,106.69583333333334,98.2876946129009,137.11666666666662,111.28192750130523,-1214.98,-32.900000000000006,-129.82,-136.24,0.0,0.0,0.0,838.4,2624.53,0.0,50268.170000000006,1582.23,2560.7000000000003,3290.799999999999,0,0,686.4399999999999,1024
1710586800,2024,3,16,11,5,3,1081.47,4.97,38.04,123.02,7.21,48.82,87.71,12.29,26.2,32,23.0,0.0,spring,1,morning,5.0,1642.23,51.41,114.11,153.51,0.8998792189486586,3.0,5.0,2050.55875,1831.989619033434,64.28375,51.640556593883574,104.50416666666668,98.99436237424881,135.17791666666662,111.73860867839736,-560.76,-13.369999999999997,-65.28999999999999,-65.8,0.0,0.0,0.0,838.4,1122.86,0.0,49213.41,1542.81,2508.1000000000004,3244.269999999999,0,0,686.4399999999999,1024
1710590400,2024,3,16,12,5,3,794.41,3.13,30.5,107.29,5.48,33.96,73.63,8.36,26.2,32,23.0,0.0,spring,1,afternoon,3.0,1081.47,38.04,48.82,87.71,0.8998792189486586,3.0,5.0,2032.47875,1842.5676964599081,63.46958333333333,52.027472465258136,104.27375,99.1585665492837,135.5733333333333,111.49281344228122,-287.06000000000006,-7.539999999999999,-14.86,-14.079999999999998,0.0,0.0,0.0,838.4,781.08,0.0,48779.49,1523.27,2502.57,3253.7599999999993,0,0,686.4399999999999,1024
1710594000,2024,3,16,13,5,3,694.27,1.1,30.16,103.0,4.59,27.56,64.74,6.52,26.2,32,23.0,0.0,spring,1,afternoon,3.0,794.41,30.5,33.96,73.63,0.8998792189486586,3.0,5.0,2028.3062500000003,1845.6040847230122,63.28375,52.142835833931706,104.29333333333334,99.14270552073432,136.31749999999997,110.93328473926766,-100.13999999999999,-0.33999999999999986,-6.400000000000002,-8.89,0.0,0.0,0.0,838.4,633.88,0.0,48679.350000000006,1518.81,2503.04,3271.619999999999,0,0,686.4399999999999,1024
1710597600,2024,3,16,14,5,3,761.03,0.06,35.3,87.26,5.07,26.89,59.65,7.35,26.2,32,23.0,0.0,spring,1,afternoon,3.0,694.27,30.16,27.56,64.74,0.8998792189486586,3.0,5.0,2024.9683333333335,1847.915512511268,63.09791666666666,52.23817827397949,104.2425,99.1837695019136,136.79999999999995,110.55731372184864,66.75999999999999,5.139999999999997,-0.6699999999999982,-5.089999999999996,0.0,0.0,0.0,838.4,618.47,0.0,48599.240000000005,1514.35,2501.82,3283.199999999999,0,0,686.4399999999999,1024
1710601200,2024,3,16,15,5,3,767.71,0.0,31.53,85.12,5.78,29.34,59.44,9.5,26.2,32,23.0,0.0,spring,1,afternoon,3.0,761.03,35.3,26.89,59.65,0.8998792189486586,3.0,5.0,2023.8558333333333,1848.6964273683673,62.969166666666666,52.31516987715291,104.21208333333334,99.20761401263383,137.10874999999996,110.32037930352611,6.680000000000064,-3.769999999999996,2.4499999999999993,-0.21000000000000085,0.0,0.0,0.0,838.4,674.82,0.0,48572.54,1511.26,2501.09,3290.609999999999,0,0,686.4399999999999,1024
1710604800,2024,3,16,16,5,3,934.6,0.0,33.93,79.39,7.75,37.24,67.35,14.19,26.2,32,23.0,0.0,spring,1,afternoon,3.0,767.71,31.53,29.34,59.44,0.8998792189486586,3.0,5.0,2022.1866666666667,1849.7027324027076,62.740833333333335,52.434289553826304,104.14458333333333,99.2545522766838,137.22541666666663,110.24176285818214,166.89,2.3999999999999986,7.900000000000002,7.909999999999997,0.0,0.0,0.0,838.4,856.5200000000001,0.0,48532.48,1505.78,2499.47,3293.409999999999,0,0,686.4399999999999,1024
1710608400,2024,3,16,17,5,3,1121.52,0.0,38.73,71.53,9.66,47.17,77.71,19.76,26.2,32,23.0,0.0,spring,1,afternoon,3.0,934.6,33.93,37.24,67.35,0.9168313422570825,3.0,5.0,2012.729166666667,1853.8726167038994,62.26958333333334,52.603949965689445,103.78875,99.4508567437468,136.9208333333333,110.4022521004012,186.91999999999996,4.799999999999997,9.93,10.36,0.0,0.0,0.0,838.4,1084.91,0.0,48305.50000000001,1494.47,2490.93,3286.099999999999,0,0,686.4399999999999,1024
1710612000,2024,3,16,18,5,4,1241.68,0.0,41.13,64.37,10.49,53.2,83.21,23.56,26.2,32,23.0,0.0,spring,1,evening,3.0,1121.52,38.73,47.17,77.71,0.9168313422570825,3.0,5.0,1993.8145833333335,1859.5556186895542,61.49875,52.77956285240821,102.89958333333333,99.8184513517098,135.9691666666666,110.77773013980517,120.16000000000008,2.4000000000000057,6.030000000000001,5.5,0.0,0.0,0.0,838.4,1223.6000000000001,0.0,47851.55,1475.97,2469.5899999999997,3263.259999999999,0,0,686.4399999999999,1024
1710615600,2024,3,16,19,5,3,1148.22,0.0,39.07,62.23,9.42,47.51,74.81,22.04,26.2,32,23.0,0.0,spring,1,evening,4.0,1241.68,41.13,53.2,83.21,0.931532942621141,3.0,5.0,1972.118333333333,1866.5355728628347,60.64208333333334,52.977696453866095,101.87208333333335,100.27440498687113,134.86999999999998,111.26761386698351,-93.46000000000004,-2.0600000000000023,-5.690000000000005,-8.399999999999991,0.0,0.0,0.0,838.4,1092.73,0.0,47330.84,1455.41,2444.9300000000003,3236.879999999999,0,0,686.4399999999999,1024
1710619200,2024,3,16,20,5,3,894.55,0.0,30.5,67.23,7.57,35.69,59.15,17.73,26.2,32,23.0,0.0,spring,1,evening,3.0,1148.22,39.07,47.51,74.81,0.9440891630699312,3.0,5.0,1959.8795833333334,1872.8509089167578,60.15625,53.20752168243661,101.25166666666667,100.65091354330312,134.29541666666663,111.63631822863425,-253.67000000000007,-8.57,-11.82,-15.660000000000004,0.0,0.0,0.0,838.4,820.8699999999999,0.0,47037.11,1443.75,2430.04,3223.0899999999992,0,0,686.4399999999999,1024
1710622800,2024,3,16,21,5,3,707.63,0.0,21.59,73.67,6.91,30.76,52.36,16.72,26.2,32,23.0,0.0,spring,1,evening,3.0,894.55,30.5,35.69,59.15,0.9440891630699312,3.0,5.0,1958.4891666666665,1873.8072995419616,60.1275,53.22905950781924,100.96249999999999,100.85120357756524,134.15499999999997,111.74150453069163,-186.91999999999996,-8.91,-4.929999999999996,-6.789999999999999,0.0,0.0,0.0,838.4,707.48,0.0,47003.74,1443.06,2423.1,3219.7199999999993,0,0,686.4399999999999,1024
1710626400,2024,3,16,22,5,3,620.84,0.0,15.94,77.96,6.56,29.43,50.53,17.23,26.2,32,23.0,0.0,spring,1,evening,3.0,707.63,21.59,30.76,52.36,0.9440891630699312,3.0,5.0,1960.7141666666666,1872.1146610855653,60.2275,53.13991124749184,100.80708333333335,100.9630455200735,134.22249999999994,111.68824807783324,-86.78999999999996,-5.65,-1.3300000000000018,-1.8299999999999983,0.0,0.0,0.0,838.4,676.89,0.0,47057.14,1445.46,2419.3700000000003,3221.339999999999,0,0,686.4399999999999,1024
1710630000,2024,3,16,23,5,3,660.9,0.0,16.11,74.39,7.09,31.92,52.79,19.51,26.2,32,23.0,0.0,spring,1,evening,3.0,620.84,15.94,29.43,50.53,0.9440891630699312,3.0,5.0,1963.7741666666668,1869.8310913368036,60.34916666666666,53.03076464916725,100.73375,101.01454840602884,134.37499999999997,111.56944606679798,40.059999999999945,0.16999999999999993,2.490000000000002,2.259999999999998,0.0,0.0,0.0,838.4,734.1600000000001,0.0,47130.58,1448.3799999999999,2417.61,3224.999999999999,0,0,686.4399999999999,1024
1710633600,2024,3,17,0,6,3,774.38,0.0,19.71,67.23,8.46,37.18,59.02,22.55,26.2,32,23.0,0.0,spring,1,night,3.0,660.9,16.11,31.92,52.79,0.9440891630699312,3.0,5.0,1968.7808333333332,1866.3297613950522,60.535,52.87343550979736,100.77583333333332,100.98668779754523,134.6566666666666,111.36146561171137,113.48000000000002,3.6000000000000014,5.259999999999998,6.230000000000004,0.0,0.0,0.0,838.4,855.14,0.0,47250.74,1452.84,2418.62,3231.759999999999,0,0,686.4399999999999,1024
1710637200,2024,3,17,1,6,3,1014.71,0.0,28.79,54.36,10.97,46.42,70.93,26.85,26.8,32,23.8,0.0,spring,1,night,3.0,774.38,19.71,37.18,59.02,0.9440891630699312,3.0,5.0,1976.0129166666666,1862.1016403106778,60.80625,52.685010805607334,100.85791666666667,100.9397045584175,135.01916666666662,111.12937246903847,240.33000000000004,9.079999999999998,9.240000000000002,11.910000000000004,0.6000000000000014,0.0,0.8000000000000007,857.6,1104.796,0.0,47424.31,1459.35,2420.59,3240.459999999999,0,0,718.24,1024
1710640800,2024,3,17,2,6,4,1575.47,0.06,50.72,34.33,15.97,67.96,97.73,34.45,26.8,32,23.8,0.0,spring,1,night,3.0,1014.71,28.79,46.42,70.93,0.9440891630699312,3.0,5.0,1986.5829166666665,1858.943874299475,61.1775,52.57661302286908,100.99916666666667,100.8890764508303,135.51499999999996,110.92672242442781,560.76,21.93,21.539999999999992,26.799999999999997,0.0,0.0,0.0,857.6,1617.4479999999999,0.0,47677.99,1468.26,2423.98,3252.359999999999,0,0,718.24,1024
1710644400,2024,3,17,3,6,5,2830.51,14.53,82.94,11.35,24.32,116.69,157.03,49.14,26.8,32,23.8,0.0,spring,1,night,4.0,1575.47,50.72,67.96,97.73,0.9440891630699312,3.0,5.0,2001.0470833333336,1864.3201111151984,61.14875,52.56398885602697,101.27791666666667,100.92426230375926,136.27624999999998,111.01261686275734,1255.0400000000002,32.22,48.730000000000004,59.3,0.0,0.0,0.0,857.6,2777.222,0.0,48025.130000000005,1467.57,2430.67,3270.629999999999,0,0,718.24,1024
1710648000,2024,3,17,4,6,5,3898.62,50.07,89.11,15.74,29.8,149.72,202.85,56.74,26.8,32,23.8,0.0,spring,1,night,5.0,2830.51,82.94,116.69,157.03,0.9440891630699312,3.0,5.0,1978.7945833333333,1837.0216694989163,60.120416666666664,51.724070712997765,100.10416666666667,100.15540407033855,135.6770833333333,110.59470934272315,1068.1099999999997,6.170000000000002,33.03,45.81999999999999,0.0,0.0,0.0,857.6,3563.3360000000002,0.0,47491.07,1442.8899999999999,2402.5,3256.249999999999,0,0,718.24,1024
1710651600,2024,3,17,5,6,5,3952.03,48.28,97.33,32.19,29.8,150.76,211.34,53.7,26.8,32,23.8,0.0,spring,1,night,5.0,3898.62,89.11,149.72,202.85,0.9440891630699312,3.0,5.0,1883.1095833333336,1655.8291383092048,57.54958333333334,47.99300460612144,95.67,95.1284546193246,131.64708333333328,105.69368976594845,53.41000000000031,8.219999999999999,1.039999999999992,8.490000000000009,0.0,0.0,0.0,857.6,3588.0879999999997,0.0,45194.630000000005,1381.19,2296.08,3159.529999999999,0,0,718.24,1024
1710655200,2024,3,17,6,6,5,3337.86,22.35,94.59,85.12,28.37,144.37,207.51,48.13,26.8,32,23.8,0.0,spring,1,morning,5.0,3952.03,97.33,150.76,211.34,0.9440891630699312,3.0,5.0,1724.0049999999999,1264.2611525348589,52.23708333333334,34.00617290244552,86.93833333333333,78.56882348099936,122.91416666666662,88.31221092960675,-614.1700000000001,-2.739999999999995,-6.389999999999986,-3.8300000000000125,0.0,0.0,0.0,857.6,3436.0060000000003,0.0,41376.119999999995,1253.69,2086.52,2949.9399999999987,0,0,718.24,1024
1710658800,2024,3,17,7,6,5,2937.32,10.39,82.25,164.51,28.37,153.55,224.85,42.56,26.8,32,23.8,0.0,spring,1,morning,5.0,3337.86,94.59,144.37,207.51,0.9440891630699312,3.0,5.0,1670.5991666666669,1178.4399316005267,50.009166666666665,29.789045537881478,83.01708333333333,72.2967951950226,119.82666666666664,83.02738875851732,-400.53999999999996,-12.340000000000003,9.180000000000007,17.340000000000003,0.0,0.0,0.0,857.6,3654.4900000000002,0.0,40094.380000000005,1200.22,1992.41,2875.8399999999992,0,0,718.24,1024
1710662400,2024,3,17,8,6,5,3150.94,8.27,90.48,228.88,33.86,187.35,267.53,40.02,26.8,32,23.8,0.0,spring,1,morning,5.0,2937.32,82.25,153.55,224.85,0.9440891630699312,3.0,5.0,1641.67125,1130.2744642950997,48.923750000000005,27.658239092066555,78.81375,62.053972217214344,116.88041666666662,75.88754514750426,213.6199999999999,8.230000000000004,33.79999999999998,42.67999999999998,0.0,0.0,0.0,857.6,4458.93,0.0,39400.11,1174.17,1891.53,2805.1299999999987,0,0,718.24,1024
1710666000,2024,3,17,9,6,5,3177.64,7.15,98.71,280.38,36.24,220.52,303.06,33.94,26.8,32,23.8,0.0,spring,1,morning,5.0,3150.94,90.48,187.35,267.53,0.9440891630699312,3.0,5.0,1655.0225,1147.0255634513749,49.52375,28.599439309265367,77.83833333333332,59.47613570870763,117.43499999999995,77.24233790621173,26.699999999999818,8.22999999999999,33.170000000000016,35.53000000000003,0.0,0.0,0.0,857.6,5248.376,0.0,39720.54,1188.57,1868.12,2818.4399999999987,0,0,718.24,1024
1710669600,2024,3,17,10,6,5,3391.27,5.25,100.08,346.18,30.99,297.18,379.64,28.12,26.8,32,23.8,0.0,spring,1,morning,5.0,3177.64,98.71,220.52,303.06,0.9440891630699312,3.0,5.0,1727.8991666666668,1200.4941613313465,51.55166666666667,30.407393361064315,85.46625,74.23790686543431,126.8570833333333,93.84217840419578,213.6300000000001,1.3700000000000045,76.66,76.57999999999998,0.0,0.0,0.0,857.6,7072.884,0.0,41469.58,1237.24,2051.19,3044.5699999999993,0,0,718.24,1024
1710673200,2024,3,17,11,6,5,3257.75,3.63,91.85,360.49,21.7,326.93,397.92,23.05,26.8,32,23.8,0.0,spring,1,morning,5.0,3391.27,100.08,297.18,379.64,0.9630868246861515,3.0,5.0,1818.5775,1231.3392282115767,53.79375000000001,31.337409345006918,97.05416666666667,88.58751904026987,139.78249999999994,108.44336719749342,-133.51999999999998,-8.230000000000004,29.75,18.28000000000003,0.0,0.0,0.0,857.6,7780.934,0.0,43645.86,1291.0500000000002,2329.3,3354.779999999999,0,0,718.24,1024
1710676800,2024,3,17,12,6,5,2269.74,3.19,76.77,223.16,13.11,190.39,239.92,19.51,26.8,32,23.8,0.0,spring,1,afternoon,5.0,3257.75,91.85,326.93,397.92,0.9743076322798854,3.0,5.0,1880.0495833333334,1214.7007451846173,55.72166666666667,31.265252787784448,103.57208333333334,89.4935806286234,146.71124999999995,109.34157752945757,-988.0100000000002,-15.079999999999998,-136.54000000000002,-158.00000000000003,0.0,0.0,0.0,857.6,4531.282,0.0,45121.19,1337.3200000000002,2485.73,3521.069999999999,0,0,718.24,1024
1710680400,2024,3,17,13,6,5,1789.09,3.02,82.25,80.11,10.85,77.46,117.18,17.73,26.8,32,23.8,0.0,spring,1,afternoon,5.0,2269.74,76.77,190.39,239.92,0.9780192938436492,3.0,5.0,1925.667083333333,1188.5085498823173,57.89208333333334,31.2216239138653,105.65125,88.22145456857808,148.89624999999998,108.14977150521574,-480.64999999999986,5.480000000000004,-112.92999999999999,-122.73999999999998,0.0,0.0,0.0,857.6,1843.548,0.0,46216.009999999995,1389.41,2535.63,3573.5099999999993,0,0,718.24,1024
1710684000,2024,3,17,14,6,4,1708.98,0.24,86.37,41.48,10.85,60.09,101.33,17.48,26.8,32,23.8,0.0,spring,1,afternoon,5.0,1789.09,82.25,77.46,117.18,0.9545846657358197,3.0,5.0,1965.165,1163.6120840316237,60.02,31.35496784714756,107.03458333333333,87.18699105092759,150.63291666666663,106.98269902710028,-80.1099999999999,4.1200000000000045,-17.36999999999999,-15.850000000000009,0.0,0.0,0.0,857.6,1430.142,0.0,47163.96,1440.48,2568.83,3615.189999999999,0,0,718.24,1024
1710687600,2024,3,17,15,6,4,1415.25,0.0,61.01,55.79,9.89,58.95,103.69,18.49,26.8,32,23.8,0.0,spring,1,afternoon,4.0,1708.98,86.37,60.09,101.33,0.9286112429750705,3.0,5.0,1992.1458333333333,1141.944903677112,61.248333333333335,30.762180997291953,108.26833333333333,86.2441655073432,152.47666666666663,105.71655189669907,-293.73,-25.360000000000007,-1.1400000000000006,2.3599999999999994,0.0,0.0,0.0,857.6,1403.0100000000002,0.0,47811.5,1469.96,2598.44,3659.439999999999,0,0,718.24,1024
1710691200,2024,3,17,16,6,4,1188.28,0.0,42.5,75.82,10.13,62.29,109.54,19.76,26.8,32,23.8,0.0,spring,1,afternoon,4.0,1415.25,61.01,58.95,103.69,0.8998792189486583,3.0,5.0,2002.7158333333334,1132.8684915540143,61.60541666666666,30.47972911256541,109.31208333333332,85.49551907806381,154.2345833333333,104.58418626738018,-226.97000000000003,-18.509999999999998,3.3399999999999963,5.8500000000000085,0.0,0.0,0.0,857.6,1482.502,0.0,48065.18,1478.53,2623.49,3701.629999999999,0,0,718.24,1024
1710694800,2024,3,17,17,6,4,1348.5,0.0,43.87,70.1,11.8,72.36,120.22,24.57,26.8,32,23.8,0.0,spring,1,afternoon,4.0,1188.28,42.5,62.29,109.54,0.8681147322824283,3.0,5.0,2012.1733333333332,1126.1195209779494,61.819583333333334,30.329694801882976,110.36166666666666,84.85166236319202,156.0058333333333,103.58703137381872,160.22000000000003,1.3699999999999974,10.07,10.679999999999993,0.0,0.0,0.0,857.6,1722.1680000000001,0.0,48292.159999999996,1483.67,2648.68,3744.139999999999,0,0,718.24,1024
1710698400,2024,3,17,18,6,5,1508.71,0.0,47.98,60.8,12.99,80.37,127.63,28.88,26.8,32,23.8,0.0,spring,1,evening,4.0,1348.5,43.87,72.36,120.22,0.8836272412331289,3.0,5.0,2023.2995833333332,1119.4754856025684,62.105,30.158277398621074,111.49374999999999,84.2348660546164,157.85666666666663,102.62214803182881,160.21000000000004,4.109999999999999,8.010000000000005,7.409999999999997,0.0,0.0,0.0,857.6,1912.8060000000003,0.0,48559.189999999995,1490.52,2675.85,3788.559999999999,0,0,718.24,1024
1710702000,2024,3,17,19,6,5,1468.66,0.0,47.98,55.07,12.16,75.64,119.51,27.61,26.8,32,23.8,0.0,spring,1,evening,5.0,1508.71,47.98,80.37,127.63,0.858672720295518,3.0,5.0,2036.6512500000001,1110.459476543951,62.47624999999999,29.916256713714613,112.66583333333334,83.49834457701235,159.71916666666664,101.44831311588128,-40.049999999999955,0.0,-4.730000000000004,-8.11999999999999,0.0,0.0,0.0,857.6,1800.232,0.0,48879.630000000005,1499.4299999999998,2703.98,3833.2599999999993,0,0,718.24,1024
1710705600,2024,3,17,20,6,4,1188.28,0.0,39.76,57.94,10.25,61.69,100.06,22.8,26.8,32,23.8,0.0,spring,1,evening,5.0,1468.66,47.98,75.64,119.51,0.8164965809277227,3.0,5.0,2048.89,1098.8830169293374,62.862083333333324,29.543313961349114,113.74916666666667,82.6202632223329,161.42374999999996,100.01865255660587,-280.3800000000001,-8.219999999999999,-13.950000000000003,-19.450000000000003,0.0,0.0,0.0,857.6,1468.222,0.0,49173.36,1508.6899999999998,2729.98,3874.169999999999,0,0,718.24,1024
1710709200,2024,3,17,21,6,4,1041.41,0.0,32.22,62.94,10.49,57.87,92.59,22.55,26.8,32,23.8,0.0,spring,1,evening,4.0,1188.28,39.76,61.69,100.06,0.7696696072652346,3.0,5.0,2062.7975,1083.1697620781817,63.305,28.971811187398448,114.87875000000001,81.61551910782146,163.09999999999994,98.43593321458377,-146.8699999999999,-7.539999999999999,-3.8200000000000003,-7.469999999999999,0.0,0.0,0.0,857.6,1377.306,0.0,49507.14000000001,1519.32,2757.09,3914.3999999999987,0,0,718.24,1024
1710712800,2024,3,17,22,6,4,881.2,0.0,23.65,70.81,10.01,54.45,85.71,22.29,26.8,32,23.8,0.0,spring,1,evening,4.0,1041.41,32.22,57.87,92.59,0.7172815023567682,3.0,5.0,2073.6458333333335,1069.3153359730568,63.62625,28.462036777082645,115.92125,80.63045051680858,164.5658333333333,96.93727173512353,-160.21000000000004,-8.57,-3.4199999999999946,-6.88000000000001,0.0,0.0,0.0,857.6,1295.91,0.0,49767.5,1527.03,2782.11,3949.579999999999,0,0,718.24,1024
1710716400,2024,3,17,23,6,4,841.14,0.0,21.08,72.96,10.25,54.23,83.98,22.8,26.8,32,23.8,0.0,spring,1,evening,4.0,881.2,23.65,54.45,85.71,0.658005330140074,3.0,5.0,2081.1558333333332,1059.5503118198806,63.833333333333336,28.117280415627317,116.85083333333334,79.74362751787874,165.86541666666662,95.57307757072847,-40.06000000000006,-2.5700000000000003,-0.22000000000000597,-1.7299999999999898,0.0,0.0,0.0,857.6,1290.674,0.0,49947.74,1532.0,2804.42,3980.769999999999,0,0,718.24,1024
1710720000,2024,3,18,0,0,4,934.6,0.0,23.65,68.66,11.92,59.11,89.68,24.83,26.8,32,23.8,0.0,spring,0,night,4.0,841.14,21.08,54.23,83.98,0.5897678246195833,3.0,5.0,2087.8316666666665,1051.4324691195866,63.9975,27.858773069834335,117.76458333333335,78.912330164511,167.14291666666665,94.2789591298151,93.46000000000004,2.5700000000000003,4.880000000000003,5.700000000000003,0.0,0.0,0.0,857.6,1406.818,0.0,50107.96,1535.94,2826.3500000000004,4011.4299999999994,0,0,718.24,1024
1710723600,2024,3,18,1,0,4,1214.98,0.0,33.93,56.51,15.5,72.62,106.05,29.13,27.7,31,21.2,0.0,spring,0,night,4.0,934.6,23.65,59.11,89.68,0.5089773777040454,4.0,5.0,2096.17625,1043.3087876009652,64.21166666666667,27.594851546693686,118.85625,78.05905422304124,168.60624999999996,92.98434556477015,280.38,10.280000000000001,13.510000000000005,16.36999999999999,0.8999999999999986,-1.0,-2.6000000000000014,858.6999999999999,1539.544,0.0,50308.23,1541.0800000000002,2852.55,4046.549999999999,0,0,767.29,961
1710727200,2024,3,18,2,0,5,1976.01,0.14,63.75,30.76,22.17,107.1,147.36,40.02,27.7,31,21.2,0.0,spring,0,night,4.0,1214.98,33.93,72.62,106.05,0.5036101551853285,4.0,5.0,2112.865416666667,1037.8063079441094,64.75458333333334,27.445644301476936,120.48708333333333,77.35517101285198,170.6741666666666,91.8849388196126,761.03,29.82,34.47999999999999,41.31000000000002,0.0,0.0,0.0,858.6999999999999,2270.52,0.0,50708.770000000004,1554.1100000000001,2891.69,4096.1799999999985,0,0,767.29,961
1710730800,2024,3,18,3,0,5,3845.21,29.06,102.82,6.08,34.33,182.26,237.04,62.32,27.7,31,21.2,0.0,spring,0,night,5.0,1976.01,63.75,107.1,147.36,0.5036101551853285,4.0,5.0,2155.1445833333332,1087.7793052940356,65.58291666666666,28.30490608559756,123.21916666666668,78.36654393279734,174.0079166666666,92.81512545303273,1869.2,39.06999999999999,75.16,89.67999999999998,0.0,0.0,0.0,858.6999999999999,3863.912,0.0,51723.47,1573.99,2957.26,4176.189999999999,0,0,767.29,961
1710734400,2024,3,18,4,0,5,6462.1,105.5,124.75,9.83,48.16,272.03,347.52,85.12,27.7,31,21.2,0.0,spring,0,night,5.0,3845.21,102.82,182.26,237.04,0.5036101551853285,4.0,5.0,2261.95625,1358.570486769154,67.06791666666668,30.44678322113024,128.31541666666666,83.94338086545736,180.03583333333327,99.24484684537626,2616.8900000000003,21.930000000000007,89.76999999999998,110.47999999999999,0.0,0.0,0.0,858.6999999999999,5767.035999999999,0.0,54286.950000000004,1609.63,3079.5699999999997,4320.859999999999,0,0,767.29,961
1710738000,2024,3,18,5,0,5,8758.54,146.63,178.22,18.24,59.6,359.92,460.78,100.31,27.7,31,21.2,0.0,spring,0,night,5.0,6462.1,124.75,272.03,347.52,0.5036101551853285,4.0,5.0,2462.2275,1874.7528767865997,70.43833333333333,37.583247270058024,137.03041666666667,96.31998115336248,190.42916666666665,114.54716791582445,2296.4400000000005,53.47,87.89000000000004,113.25999999999999,0.0,0.0,0.0,858.6999999999999,7630.304,0.0,59093.46,1690.52,3288.73,4570.299999999999,0,0,767.29,961
1710741600,2024,3,18,6,0,5,10147.09,108.18,282.41,52.93,67.71,474.69,604.66,107.41,27.7,31,21.2,0.0,spring,0,morning,5.0,8758.54,178.22,359.92,460.78,0.5036101551853285,4.0,5.0,2745.945416666667,2442.3486633423813,78.26416666666667,57.24332024191859,150.79375000000002,118.46797625674887,206.9770833333333,142.41819282537165,1388.5499999999993,104.19000000000003,114.76999999999998,143.88,0.0,0.0,0.0,858.6999999999999,10063.428,0.0,65902.69,1878.3400000000001,3619.05,4967.449999999999,0,0,767.29,961
1710745200,2024,3,18,7,0,5,9506.23,42.02,323.53,171.66,63.9,596.49,742.52,91.2,27.7,31,21.2,0.0,spring,0,morning,5.0,10147.09,282.41,474.69,604.66,0.5036101551853285,4.0,5.0,3019.65,2805.765984606338,88.3175,76.06636726083924,169.24958333333333,149.38423403451839,228.54666666666662,179.59235315053002,-640.8600000000006,41.11999999999995,121.80000000000001,137.86,0.0,0.0,0.0,858.6999999999999,12645.588,0.0,72471.6,2119.62,4061.99,5485.119999999999,0,0,767.29,961
1710748800,2024,3,18,8,0,5,7690.43,16.09,249.51,337.6,49.59,690.02,827.48,60.29,27.7,31,21.2,0.0,spring,0,morning,5.0,9506.23,323.53,596.49,742.52,0.5036101551853285,4.0,5.0,3208.7954166666664,2963.5741384597927,94.94375000000001,82.88407157052977,190.19416666666666,183.39858277667474,251.8779166666666,217.29219059936491,-1815.7999999999993,-74.01999999999998,93.52999999999997,84.96000000000004,0.0,0.0,0.0,858.6999999999999,14628.423999999999,0.0,77011.09,2278.65,4564.66,6045.069999999999,0,0,767.29,961
